Site,Room,Strata,Photo No,Image,Type,Assocnoeg,Box,GridE,GridN,Orientation,DepBeg,DepEnd,Date,CDRH: Date,Photographer,Feature No,Signi Art No,Other No,"CDRH: Human Remains 
(y/n)",Subject,CDRH: Subject Category 1,CDRH: Subject Category 2,CDRH: Subject Category 3,Comments,Storage Location,Data Entry,CDRH: Image Quality Notes,CDRH: Notes
LA 8846,033B,,03320,slide,,no,PA004,19W,01-02N,Northeast,4.25,4.25,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03321,slide,,no,PA004,19W,01-02N,Northeast,4.25,4.25,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03322,slide,,no,PA004,19W,01-02N,Southeast,4.25,4.25,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial; ceramics,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03323,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,033B,,03324,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,033B,,03325,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,033B,,03326,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03327,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03328,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03329,slide,,no,PA004,19W,01-02N,North,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial detail: chaco sherd,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03330,slide,,no,PA004,19W,01-02N,Northeast,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03331,slide,,no,PA004,19W,01-02N,Northeast,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,"burial detail: exposed mat, wood, and sherd",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03332,slide,,no,PA004,19W,01-02N,Northeast,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03333,slide,,no,PA004,19W,01-02N,Southeast,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033B,,03334,slide,,no,PA004,19W,01-02N,Southeast,4.35,4.35,0803973,19730803,Peter George,033B-002,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03358,slide,,no,PA004,,,East,,,0717975,19750717,Peter George,033W-012,,,N,,Artifact-lithic,Artifact-other,,burial mat; arrows; projectile point,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03404,slide,,no,PA004,,,no data,,,,00000000,Peter George,033W-012,,,N,,Floor,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03405,slide,,no,PA004,,,no data,,,,00000000,Peter George,033W-012,,,N,,Wall,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03406,slide,,no,PA004,,,no data,,,,00000000,Peter George,033W-012,,,N,,Floor,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03407,slide,,no,PA004,,,no data,,,,00000000,Peter George,033W-012,,,N,,Floor,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03408,slide,,no,PA004,,,no data,,,,00000000,Peter George,033W-012,,,N,,Feature-wall,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03409,slide,,no,PA004,,,no data,,,,19770730,Peter George,033W-012,,,N,,Floor,,,burial - MISSING SLIDE,Salmon Curation Office,N Espinosa,,GridE is 11E; GridN is 6N; DepBeg/End is 6.28; Orientation is East
LA 8846,033W,,03411,slide,,no,PA004,,,East,,,0717975,19750717,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03412,slide,,no,PA004,,,North,,,0816977,19770816,Peter George,033W-012,,,N,,Feature-floor,,,hearth,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03413,slide,,no,PA004,,,South,,,0722975,19750722,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03416,slide,,no,PA004,,,South,,,0722975,19750722,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03417,slide,,no,PA004,,,South,,,0722975,19750722,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03418,slide,,no,PA004,19-20W,02-03N,North,6.4,6.4,0717975,19750717,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,033W,,03419,slide,,no,PA004,19-20W,02-03N,South,6.4,6.4,0717975,19750717,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,033W,,03420,slide,,no,PA004,19-20W,02-03N,South,6.4,6.4,0721975,19750721,Peter George,033W-012,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03459,slide,,no,PA004,15-16W,04N,North,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03460,slide,,no,PA004,15-16W,04N,Northwest,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03461,slide,,no,PA004,15-16W,04N,Northeast,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03462,slide,,no,PA004,15-16W,04N,Northeast,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03463,slide,,no,PA004,15-16W,04N,North,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03464,slide,,no,PA004,15-16W,04N,East,3.32,3.32,0730975,19750730,Peter George,036W-002,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03447,slide,,no,PA004,13-14W,03N,East,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03448,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03449,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03450,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03451,slide,,no,PA004,13-14W,03N,West,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03452,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03453,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03454,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03455,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03456,slide,,no,PA004,13-14W,03N,South,3.65,3.65,0723975,19750723,Peter George,036W-003,,,N,,Feature-burial,Artifact-ceramic,,burial; bowl,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03457,slide,,no,PA004,13-14W,03N,North,3.65,3.65,0723975,19750723,Peter George,036W-003,,,Y,,Feature-burial,Artifact-ceramic,,burial; worked sherd,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03458,slide,,no,PA004,13-14W,03N,West,3.65,3.65,0723975,19750723,Peter George,036W-003,,,N,,Feature-burial,Artifact-ceramic,,burial; mano,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,036W,,03483,slide,,no,PA004,17W,02N,North,4.55,4.55,0810977,19770810,Peter George,036W-056,,,N,,Excavation,,,"mat, in situ",Salmon Curation Office,N Espinosa,,
LA 8846,036W,,03484,slide,,no,PA004,17W,02N,North,4.55,4.55,0810977,19770810,Peter George,036W-056,,,N,,Artifact-other,,,"mat, in situ",Salmon Curation Office,N Espinosa,Out of focus,Photo board not included
LA 8846,037B,,03506,slide,,no,PA004,11W,05N,East,3.45,3.45,0723973,19730723,Peter George,037B-001,,,Y,,Feature-burial,Artifact-ceramic,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,037W,,03567,slide,,no,PA004,11W,04N,North,6.77,6.77,0808975,19750808,Peter George,037W-075,,,N,,Wall,,,N wall; jar rest,Salmon Curation Office,N Espinosa,Over-exposed,
LA 8846,037W,,03568,slide,,no,PA004,11W,04N,North,6.77,6.77,0808975,19750808,Peter George,037W-075,,,N,,Artifact-other,,,jar rest,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,037W,,03569,slide,,no,PA004,,,East,,,0804976,19760804,Peter George,037W-083,,,N,,Artifact-other,,,"mat, in situ",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,037W,,03570,slide,,no,PA004,,,East,,,0804976,19760804,Peter George,037W-083,,,N,,Artifact-other,,,"mat, in situ",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,037W,,03571,slide,,no,PA004,,,East,,,0804976,19760804,Peter George,037W-083,,,N,,Artifact-other,,,"mat, in situ",Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03661,slide,,no,PA005,,,East,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-floor,Wall,Feature-burial,"burial, sw corner; trench; floor",Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03662,slide,,no,PA005,,,East,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-floor,Feature-burial,,"burial, sw corner; trench; floor",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03665,slide,,no,PA005,,,East,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-burial,,,"burial, sw corner; trench; floor",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03666,slide,,no,PA005,,,East,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-burial,,,"burial, sw corner; trench; floor",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03671,slide,,no,PA005,,,Southwest,,,0728975,19750728,Peter George,043W-003,,,?,,Feature-burial,,,"burial, sw corner; trench; floor",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03672,slide,,no,PA005,29W,04N,South,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03673,slide,,no,PA005,29W,04N,East,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03674,slide,,no,PA005,29W,04N,Northeast,,,0728975,19750728,Peter George,043W-003,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03685,slide,,no,PA005,,,no data,,,,19780814,Peter George,043W-003,,,N,,Feature-floor,,,matting; MISSING SLIDE,Salmon Curation Office,N Espinosa,,GridE is 18-19E; GridN is 6-7S; DepBeg/End is 6.5; Orientation is South
LA 8846,043W,,03675,slide,,no,PA005,29-30W,05N,West,,,0805975,19750805,Peter George,043W-005,,,?,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03676,slide,,no,PA005,,,East,,,0805975,19750805,Peter George,043W-005,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03677,slide,,no,PA005,29-30W,05N,West,5.92,5.92,0805975,19750805,Peter George,043W-005,,,Y,,Feature-burial,,,burial,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03678,slide,,no,PA005,,,East,,,0806975,19750806,Peter George,043W-005,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03679,slide,,no,PA005,,,East,,,0806975,19750806,Peter George,043W-005,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03680,slide,,no,PA005,,,East,,,0806975,19750806,Peter George,043W-005,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03639,slide,,no,PA005,25-29W,03-05N,North,,,0715976,19760714,Peter George,043W-019,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03681,slide,,no,PA005,,,no data,,,,00000000,Peter George,043W-019,,,N,,Feature-floor,,,pot rest; MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03683,slide,,no,PA005,25-29W,03-05N,North,6.12,6.12,0715976,19760715,Peter George,043W-019,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03684,slide,,no,PA005,,,no data,,,0715976,19760715,Peter George,043W-019,,,N,,Feature-floor,,,unknown; MISSING SLIDE,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03618,slide,,no,PA005,,,West,,,0628977,19770628,Peter George,043W-057,,,N,,Artifact-other,,,mat; bowl,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03619,slide,,no,PA005,,,West,,,0628977,19770628,Peter George,043W-057,,,N,,Artifact-other,,,mat; bowl; stick,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03620,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03621,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03622,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03623,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03624,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03625,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial: charred remains,Salmon Curation Office,N Espinosa,Under-exposed,Photo board not included
LA 8846,043W,,03626,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03627,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03628,slide,,no,PA005,30-31W,03-04N,West,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03629,slide,,no,PA005,,,West,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,Artifact-other,,robe & mat at knees; charred remains,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03630,slide,,no,PA005,,,North,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,Artifact-other,,mat; charred remains,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03631,slide,,no,PA005,,,West,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,Artifact-ceramic,,burial; corrugated pot; bowl,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03632,slide,,no,PA005,,,West,,,0629977,19770629,Peter George,043W-057,,,Y,,Feature-burial,Artifact-ceramic,,burial; mug,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03633,slide,,no,PA005,,,North,,,0705977,19770705,Peter George,043W-057,,,Y,,Feature-burial,,,burial; charred remains,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03634,slide,,no,PA005,,,North,,,0705977,19770705,Peter George,043W-057,,,Y,,Feature-burial,,,burial; charred remains,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03635,slide,,no,PA005,,,North,,,0714977,19770714,Peter George,043W-057,,,Y,,Feature-burial,Artifact-other,,"burial mat, lower",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03636,slide,,no,PA005,,,West,,,0714977,19770714,Peter George,043W-057,,,Y,,Feature-burial,Artifact-other,,"burial mat, lower",Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03640,slide,,no,PA005,30W,03N,West,6.09,6.09,0622977,19770622,Peter George,043W-057,,,N,,Artifact-other,,,basket,Salmon Curation Office,N Espinosa,,
LA 8846,043W,,03643,slide,,no,PA005,,,West,,,0624977,19770624,Peter George,043W-057,,,Y,,Feature-burial,Artifact-other,,mat; charred remains,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03644,slide,,no,PA005,30-31W,03-04N,West,6.31,6.31,0628977,19770628,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Orientation is East
LA 8846,043W,,03645,slide,,no,PA005,,,North,,,0628977,19770628,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
LA 8846,043W,,03646,slide,,no,PA005,,,North,,,0628977,19770628,Peter George,043W-057,,,Y,,Feature-burial,,,burial overview,Salmon Curation Office,N Espinosa,,Photo board not included
